energy,contrast,correlation,variance,inverse difference moment,sum average,sum variance,sum entropy,entropy,difference variance,difference entropy,info_corr1,info_corr2,mean_B,mean_G,mean_R,std_B,std_G,std_R,area,perimeter,label
0.021569240208790256,168.6133349715775,0.979423403878087,4100.030049891372,0.4007470588644434,240.79994460594594,16231.506864593906,7.509347967676082,10.39475150843483,0.0005512960064942104,3.5374225797467966,-0.4330784046085961,0.9980874423001012,25.628231048583984,148.88160705566406,99.52434539794922,45.078396960551316,75.20517699999434,61.26774728148241,2.0,5.656854152679443,0.0
0.16120881796847714,72.62701967812276,0.9896595556797115,3511.9572049054495,0.6171653035517335,128.45651791900056,13975.201799943665,5.608543085010071,7.312739695781477,0.0012856232411983344,2.5228446393018986,-0.5309107341980316,0.9973333733766364,14.150310516357422,76.72020721435547,58.33662796020508,28.465162053368015,69.68259912388592,56.63447364447532,2.0,5.656854152679443,0.0
0.2863337169154947,31.285609344542383,0.9966879696026261,4722.681205595259,0.707593046801275,115.81527134451079,18859.439213036494,4.803823426637849,6.130161990886591,0.001874080002769223,2.13731693077991,-0.5759810256078626,0.9963862149087741,36.48210906982422,62.36000061035156,56.778167724609375,47.45926116234586,73.16700672774947,69.90961397413723,7.0,11.656854033470154,2.0
0.03472621275287578,160.76836316051157,0.9824789554510122,4589.6180245135565,0.4110159491112991,228.35259776747418,18197.70373489371,7.296945288653229,10.187407017344508,0.000549621645348271,3.6114543044880763,-0.42449662434417557,0.9977155875672747,25.756210327148438,141.23686981201172,93.87642669677734,46.03659856876846,79.86962628517712,63.69449383059729,2.0,5.656854152679443,0.0
0.4078491870692774,72.924639315397,0.9914968413402636,4287.493700978701,0.6908058002830304,91.47994830199949,17077.050164599415,3.6945394870458363,5.253696690824713,0.0018343607090437744,2.5042271598111565,-0.41622430369247804,0.9675011790141006,33.61749267578125,51.94667434692383,37.7374153137207,48.86687311087363,74.42196427967409,56.627918900232,0.0,6.0,2.0
0.03928271617829025,110.01589202778595,0.978776083816347,2592.7048560926232,0.3927911881916861,169.2356723099935,10260.803532342703,6.988242363221222,9.871658692470028,0.0005192817697876274,3.5994851757352677,-0.39909687794094656,0.9958732921451415,16.157596588134766,102.8070297241211,74.31893920898438,24.215345984643385,60.14901654732861,47.86621133121777,0.0,10.0,0.0
0.036993022793847155,207.41220163796194,0.9786279320030269,4854.452767979559,0.3872094569998877,240.16890444303718,19210.39887028026,7.202128724855277,10.311066187607981,0.000491826890067542,3.832374018654875,-0.38400309786308745,0.9957117384230887,29.728893280029297,149.0299835205078,96.81167221069336,46.642048997631015,82.79461901427807,64.6706537381176,2.0,5.656854152679443,0.0
0.05187305278532228,121.37269804097046,0.9907148419858258,6538.0723458003,0.4675807575358609,250.4025557827777,26030.91668516021,7.170520154579591,9.629901576803658,0.0006890125121758979,3.205416795781549,-0.48726553636435144,0.9988989194346888,64.49366760253906,143.62720108032227,111.09946823120117,55.67512333528573,91.15848901237045,75.32295146593425,2.0,5.656854152679443,0.0
0.07528007762517493,147.97524310224597,0.9906210301331861,7889.87916153967,0.4945043861535887,227.65897384797185,31411.541403056435,6.7762761517031915,9.21124712548593,0.0007453513650990287,3.3451425955663057,-0.47199352259162064,0.998219232868832,55.516571044921875,132.47076416015625,98.36621475219727,80.24699467567379,97.21268415884185,86.80235865191281,2.0,5.656854152679443,0.0
0.20687661956687317,112.13669231088329,0.988883398462237,5043.578919495575,0.5958729338824297,138.5212772657809,20062.17898567142,5.437962624464756,7.354367124452961,0.001125925398024535,2.852332837137929,-0.48834012605517607,0.9955955603203456,23.026702880859375,89.08563995361328,47.32182312011719,40.78860466150468,90.08492153777347,52.27901874765104,2.0,5.656854152679443,0.0
0.06501002810047787,94.56717139867328,0.9910340942353495,5275.266596783089,0.5604060026937145,219.18704210531527,21006.499215733675,6.71105473649015,8.555270686351903,0.0010993625321279576,2.5313019869205666,-0.5567093548943619,0.9992949240580355,57.44344711303711,130.79695510864258,86.83752059936523,66.91407052695135,84.93137357239908,60.80310796884225,2.0,5.656854152679443,0.0
