energy,contrast,correlation,variance,inverse difference moment,sum average,sum variance,sum entropy,entropy,difference variance,difference entropy,info_corr,maximal_corr_coeff,mean_B,mean_G,mean_R,std_B,std_G,std_R,area,perimeter,label
0.030158131690638475,199.68412813842173,0.9793279628788869,4831.822711736462,0.370888975149522,240.31797086079104,19127.606718807416,7.329884567984912,10.51027725731518,0.0004621223580147875,3.879939691334915,-0.3809822761211136,0.99593298041536,30.22921371459961,149.03932189941406,96.87861251831055,46.48197416313223,82.61113205196898,64.49676074769759,2.0,5.656854152679443,0.0
0.4044328858012208,53.612163370337065,0.9942883547768271,4692.440002366436,0.7508616147868832,83.94621231819073,18716.1478460954,3.930757281314122,5.098740368562348,0.0019035727593686082,2.0714609465830485,-0.5579980236656055,0.9901543015707939,39.05280685424805,52.949214935302734,21.130882263183594,65.83794175754572,81.73328270489488,51.17991466206342,0.0,0.0,0.0
0.21451703623837337,91.75387371300087,0.9904185559187414,4787.952918791218,0.6088414479096436,127.8908072371142,19060.057801451854,5.309483830977194,7.13836688214721,0.0011750962862990088,2.771692572768261,-0.4919233297156148,0.995160004245522,46.98779296875,87.4921989440918,23.58591079711914,54.05332718797198,92.15483142456827,41.901939777044674,2.0,5.656854152679443,0.0
0.2644623865833525,70.45378361618032,0.9936499393828859,5547.046891338158,0.7159874690238278,118.4778118310094,22117.733781736453,4.992406169145783,6.2698989591462855,0.0016082347870477025,2.1359722328821866,-0.5971906389638818,0.9975281197612426,63.76154327392578,79.83464813232422,16.526382446289062,81.11714315518233,97.13515174192024,46.02993511651192,2.0,5.656854152679443,0.0
0.8169966516080199,29.531461505453887,0.9849865178526462,983.2607332848942,0.9361710612827905,16.793625959983594,3903.5114716341213,1.1620072372754784,1.4462167844280354,0.003915046261929505,0.7078368492508844,-0.6125171884822382,0.8486318376102139,8.73745346069336,11.75063705444336,1.6002426147460938,33.02197546753994,43.70634682146373,10.87199655464462,0.0,4.828427076339722,0.0
0.6435982480673471,34.96688516433413,0.9892887788003523,1631.8397569762592,0.8834616398340881,34.35672176292613,6492.392142740703,2.176007834991175,2.6805795021720873,0.003393040371618511,1.1107656147505052,-0.6167234505864585,0.9524539956339652,18.667823791503906,23.368640899658203,4.314189910888672,44.73516739517383,54.619120498323575,17.42339510608922,0.0,10.0,0.0
0.7034048101805046,30.333558289906783,0.9949295383153615,2990.4900523173374,0.9051307560311997,41.43719251413856,11931.62665097944,1.874600760394145,2.2937928139500245,0.0031499481984595687,0.9657636477406044,-0.6344605987292847,0.938391100961619,3.243457794189453,25.27407455444336,18.248641967773438,16.20995705809098,66.43166470142548,49.263912173002886,0.0,0.0,0.0
0.7638680847730785,30.28237973322832,0.9913404581047602,1748.0860279012732,0.9191743244573206,26.4458381109117,6962.061731871865,1.5100795400019513,1.8660023544701168,0.0031425340342347793,0.8600469008564989,-0.6266527962798233,0.9041219829465621,15.418190002441406,18.225597381591797,2.4352951049804688,49.00787008114526,57.34432147901445,14.608133678303385,21.0,19.313708305358887,0.0
0.3477991871710233,32.588359634622826,0.9960007762914616,4073.7186767097865,0.6922368880948935,90.14707393981442,16262.286347204525,4.060041248197425,5.4924366049909965,0.0019407856804550686,2.3696346172441993,-0.4858722820425745,0.9848907746315623,37.91322708129883,52.03923416137695,33.71675491333008,56.086775345204344,74.00618639363508,48.23170368471352,0.0,4.0,3.0
0.7747817015260694,40.664488566393786,0.9904930615203205,2138.230310187594,0.9313985989462092,29.151960030323586,8512.256752183985,1.4047311155000792,1.6919516145192524,0.0033516757013080075,0.7369126707771094,-0.6462886428031989,0.8948257247447656,2.9852981567382812,17.295013427734375,13.519966125488281,15.77279555539131,54.802283030711756,43.30453147070512,2.0,5.656854152679443,0.0
0.6852425947127049,50.605522596863615,0.9930721469720195,3651.5823568510114,0.8838451814645077,46.90603675175971,14555.72390480718,2.062260796618728,2.590868243914897,0.0028509213309301645,1.1519307622196049,-0.5980094249077434,0.9431954994241739,7.773326873779297,27.139808654785156,21.971057891845703,34.45901608330318,69.05933245166392,57.76743114405838,0.0,0.0,0.0
0.4748359402634309,62.58344074719251,0.9903035166225719,3226.574719508676,0.7935830273028789,65.33982047482596,12843.715437287512,3.2879468719927205,4.2076671211847,0.0021727605373545213,1.7451749021386127,-0.5731250892217339,0.9825883305054475,25.625839233398438,42.51933670043945,15.731498718261719,46.49591927682477,71.47502158705409,39.17486452610098,0.0,0.0,0.0
0.662991108496164,48.43570522359905,0.9814779263726786,1307.210471106504,0.8835181559115477,28.908251808952436,5180.406179202416,2.083280314059236,2.5972131855259395,0.003505672331040173,1.114093861073749,-0.6088935418461534,0.94666706189125,15.196331024169922,19.418827056884766,4.292320251464844,39.08272134959553,48.06738703734412,17.120972709644512,8.0,11.656854152679443,0.0
0.5879845921717481,56.63546858499627,0.9917649365533201,3438.037153277313,0.8493122214751241,55.47509947570403,13695.513144524251,2.6223944215689516,3.2897973898855626,0.0029718003708564963,1.3399631475533782,-0.6028637444637027,0.9701137893974376,21.886150360107422,34.65773391723633,16.114669799804688,46.83646418747307,72.16661042626727,43.31450059575848,5.5,9.071067690849304,0.0
